Dist Code,Year,State Code,State Name,District,RICE HARVEST PRICE (Rs per Quintal),PADDY HARVEST PRICE (Rs per Quintal),WHEAT HARVEST PRICE (Rs per Quintal),SORGHUM HARVEST PRICE (Rs per Quintal),PEARL MILLET HARVEST PRICE (Rs per Quintal),MAIZE HARVEST PRICE (Rs per Quintal),FINGER MILLET HARVEST PRICE (Rs per Quintal),BARLEY HARVEST PRICE (Rs per Quintal),CHICKPEA HARVEST PRICE (Rs per Quintal),PIGEONPEA HARVEST PRICE (Rs per Quintal),GROUNDNUT HARVEST PRICE (Rs per Quintal),SEASMUM HARVEST PRICE (Rs per Quintal),RAPE AND MUSTARD HARVEST PRICE (Rs per Quintal),CASTOR HARVEST PRICE (Rs per Quintal),LINSEED HARVEST PRICE (Rs per Quintal),SUGARCANE GUR HARVEST PRICE (Rs per Quintal),COTTON KAPAS HARVEST PRICE (Rs per Quintal)
76,1996,5,Karnataka,Bijapur / Vijayapura,-1,-1,754,498,352,398,-1,-1,1162,1324,1181,1706,-1,-1,1128,-1,1818
76,1997,5,Karnataka,Bijapur / Vijayapura,-1,466,706,604,421,350,349,-1,1219,1619,1202,1755,-1,1112,1259,-1,1757
76,1998,5,Karnataka,Bijapur / Vijayapura,-1,-1,-1,744,-1,-1,-1,-1,1126,1841,1411,1785,-1,-1,-1,-1,1889
76,1999,5,Karnataka,Bijapur / Vijayapura,-1,-1,592,-1,-1,-1,-1,-1,1282,1213,1115,1784,-1,-1,-1,-1,1790
76,2000,5,Karnataka,Bijapur / Vijayapura,-1,-1,819,501,-1,-1,-1,-1,1566,1273,1192,1459,-1,-1,1407,-1,1858
76,2001,5,Karnataka,Bijapur / Vijayapura,-1,-1,780,624,-1,499,-1,-1,1550,-1,1330,-1,-1,-1,-1,-1,1697
76,2002,5,Karnataka,Bijapur / Vijayapura,-1,-1,797,598,-1,694,-1,-1,1515,1385,1589,2236,-1,-1,-1,-1,2129
76,2003,5,Karnataka,Bijapur / Vijayapura,-1,-1,890,857,-1,536,-1,-1,1425,-1,1710,-1,-1,-1,-1,-1,2248
76,2004,5,Karnataka,Bijapur / Vijayapura,-1,-1,-1,-1,491,453,-1,-1,-1,1149,1657,-1,-1,-1,-1,-1,-1
76,2005,5,Karnataka,Bijapur / Vijayapura,-1,-1,-1,-1,508,457,-1,-1,-1,1561,1651,-1,-1,-1,-1,-1,-1
76,2006,5,Karnataka,Bijapur / Vijayapura,-1,603,1190,-1,-1,625,-1,-1,2119,-1,1830,-1,-1,-1,-1,-1,2025
76,2007,5,Karnataka,Bijapur / Vijayapura,-1,378,1493,1483,-1,770,-1,-1,2419,-1,2227,-1,-1,-1,-1,-1,2846
76,2008,5,Karnataka,Bijapur / Vijayapura,-1,-1,1245,-1,667,804,-1,-1,2128,2635,2295,-1,-1,2508,-1,-1,-1
76,2009,5,Karnataka,Bijapur / Vijayapura,-1,-1,1484,1050,704,820,-1,-1,1951,5093,2375,-1,-1,2375,-1,-1,3462
76,2010,5,Karnataka,Bijapur / Vijayapura,-1,-1,1649,-1,790,988,-1,-1,2301,2938,3068,-1,-1,-1,-1,-1,-1
76,2011,5,Karnataka,Bijapur / Vijayapura,-1,-1,1652,2596,1000,995,-1,-1,3340,3604,4122,-1,-1,-1,-1,-1,-1
76,2012,5,Karnataka,Bijapur / Vijayapura,-1,-1,1868,-1,-1,1734,-1,-1,3529,3803,4118,-1,-1,-1,3638,-1,4312
76,2013,5,Karnataka,Bijapur / Vijayapura,-1,-1,2322,-1,-1,1247,-1,-1,2625,4016,3412,-1,-1,-1,-1,-1,4908
76,2014,5,Karnataka,Bijapur / Vijayapura,-1,-1,2213,-1,1138,1114,-1,-1,3430,5085,5399,-1,-1,-1,-1,-1,4321
76,2015,5,Karnataka,Bijapur / Vijayapura,-1,-1,2706,-1,1006,1431,-1,-1,3500,8483,4859,-1,-1,-1,8500,-1,-1
76,2016,5,Karnataka,Bijapur / Vijayapura,-1,-1,2695,2180,1467,1379,-1,-1,5144,4873,4417.5,-1,-1,-1,8500,-1,5550
77,1966,5,Karnataka,Bidar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
77,1967,5,Karnataka,Bidar,-1,80.8,-1,75.6,65.6,-1,-1,-1,186.1,141.5,99.7,172,-1,-1,-1,91,-1
77,1968,5,Karnataka,Bidar,-1,86.9,-1,59.5,56.3,-1,-1,-1,83,94.7,115.5,166.3,-1,-1,-1,-1,-1
77,1969,5,Karnataka,Bidar,-1,85.5,-1,58.9,67.5,-1,-1,-1,114.2,102.9,129.9,194.8,-1,-1,-1,-1,-1
77,1970,5,Karnataka,Bidar,-1,80,-1,65,66,-1,-1,-1,100,103.5,135,-1,-1,-1,-1,65,-1
77,1971,5,Karnataka,Bidar,-1,73,-1,75,67.8,-1,-1,-1,96.5,117,108.3,211.5,-1,-1,-1,97,-1
77,1972,5,Karnataka,Bidar,-1,-1,-1,-1,-1,-1,-1,-1,152,-1,-1,-1,-1,-1,-1,114,-1
77,1973,5,Karnataka,Bidar,-1,119,-1,117.8,81.4,-1,-1,-1,205.1,152.4,210,352.1,-1,-1,334.1,127.1,267.4
77,1974,5,Karnataka,Bidar,-1,128.3,-1,126,135.3,-1,-1,-1,213.8,210.1,237.1,339.9,-1,-1,233.7,131.8,267.8
77,1975,5,Karnataka,Bidar,-1,132,127,104.5,74,-1,-1,-1,133,129.9,139.3,286.9,-1,-1,159,130,221.9
77,1976,5,Karnataka,Bidar,-1,116.9,148.1,107.4,86.9,-1,-1,-1,141.3,234.6,216,382.3,-1,-1,306.5,132,404.5
77,1977,5,Karnataka,Bidar,-1,118.5,152.4,89.6,111,-1,-1,-1,217.4,295.8,226.4,457,-1,-1,302.3,119,354.2
77,1978,5,Karnataka,Bidar,-1,88.2,141.5,77.6,74.3,-1,-1,-1,213.9,278.2,172.2,344.8,-1,-1,239,64,275.4
77,1979,5,Karnataka,Bidar,-1,98.8,161.5,85,81.1,-1,-1,-1,227.7,287.1,262.4,432.3,-1,-1,311.4,144.6,292.6
77,1980,5,Karnataka,Bidar,-1,104.2,189.3,105.7,106.9,-1,-1,-1,381.1,289.3,313.8,411.6,-1,-1,426.3,238.8,-1
77,1981,5,Karnataka,Bidar,-1,106.5,201.9,125.6,108.6,-1,-1,-1,300,340.6,317.5,489.9,-1,-1,430.4,204,-1
77,1982,5,Karnataka,Bidar,-1,124.2,216.1,119.2,100.8,-1,-1,-1,299.8,340.9,354.3,514.5,-1,-1,422.8,137.9,367.4
77,1983,5,Karnataka,Bidar,-1,177.8,208,170.7,154.1,-1,-1,-1,362.9,471.5,440.4,525.5,-1,442.7,478.1,189,-1
77,1984,5,Karnataka,Bidar,-1,150,215.8,149,127.2,-1,-1,-1,463.4,369.8,419.4,730.5,-1,-1,491.7,-1,-1
77,1985,5,Karnataka,Bidar,-1,170.8,325.8,136.4,158.3,-1,-1,-1,457.6,384.9,406.7,641.5,-1,-1,437.6,250,-1
77,1986,5,Karnataka,Bidar,-1,210.6,260,170.3,147.4,-1,-1,-1,357.8,516,548.6,957.2,-1,-1,365.6,270,-1
77,1987,5,Karnataka,Bidar,-1,191.9,291.7,-1,146.7,-1,-1,-1,436.9,710,598.2,1024,-1,-1,677.5,250,-1
77,1988,5,Karnataka,Bidar,-1,214,300,305,153,-1,-1,-1,682,547,504,738,-1,-1,610,270,523
77,1989,5,Karnataka,Bidar,-1,190,280,200,154,-1,-1,-1,688,657,654,979,-1,-1,626,325,-1
77,1990,5,Karnataka,Bidar,-1,209,335,235,170,-1,-1,-1,691,901,895,1201,-1,-1,1171,340,-1
77,1991,5,Karnataka,Bidar,-1,348,528,334,301,-1,-1,-1,695,1091,1156,1691,-1,-1,-1,-1,-1
77,1992,5,Karnataka,Bidar,-1,301,-1,263,364,-1,-1,-1,-1,970,971,1229,-1,-1,-1,-1,-1
77,1993,5,Karnataka,Bidar,-1,302,-1,225,-1,-1,-1,-1,1077,962,952,1421,-1,-1,-1,-1,-1
77,1994,5,Karnataka,Bidar,-1,439,588,313,-1,-1,-1,-1,934,1303,1042,1603,-1,-1,-1,-1,-1
77,1995,5,Karnataka,Bidar,-1,381,588,-1,351,-1,-1,-1,808,1608,1247,2150,-1,-1,-1,-1,-1
77,1996,5,Karnataka,Bidar,-1,415,616,461,312,-1,-1,-1,1112,1438,1192,1693,-1,-1,-1,-1,-1
77,1997,5,Karnataka,Bidar,-1,397,706,361,304,372,349,-1,1346,1620,1037,1576,-1,1112,1257,-1,1887
77,1998,5,Karnataka,Bidar,-1,610,641,-1,378,425,-1,-1,1008,1831,1300,2231,-1,-1,-1,-1,-1
77,1999,5,Karnataka,Bidar,-1,650,662,-1,392,-1,-1,-1,1325,1619,1038,1958,-1,-1,-1,-1,-1
77,2000,5,Karnataka,Bidar,-1,496,651,-1,342,-1,-1,-1,1434,1352,1295,1783,-1,-1,971,-1,-1
77,2001,5,Karnataka,Bidar,-1,496,656,690,312,-1,-1,-1,1428,1430,1344,1664,-1,-1,-1,-1,-1
77,2002,5,Karnataka,Bidar,-1,516,656,-1,421,-1,-1,-1,1463,1549,1895,2059,-1,-1,-1,-1,-1
77,2003,5,Karnataka,Bidar,-1,534,857,-1,-1,-1,-1,-1,-1,-1,1877,-1,-1,-1,-1,-1,-1
77,2004,5,Karnataka,Bidar,-1,660,-1,418,435,-1,-1,-1,-1,1606,-1,3168,-1,-1,-1,-1,-1
77,2005,5,Karnataka,Bidar,-1,744,-1,-1,465,-1,-1,-1,-1,1712,-1,3180,-1,-1,-1,-1,-1
77,2006,5,Karnataka,Bidar,-1,750,1076,-1,-1,-1,-1,-1,2183,1712,-1,-1,-1,-1,-1,-1,-1
77,2007,5,Karnataka,Bidar,-1,378,1121,1618,-1,-1,-1,-1,2159,-1,2195,-1,-1,-1,-1,-1,2656
77,2008,5,Karnataka,Bidar,-1,843,1267,1133,709,776,-1,-1,2143,2942,-1,5181,-1,2508,-1,-1,-1
77,2009,5,Karnataka,Bidar,-1,-1,1431,1181,896,1005,-1,-1,1879,4042,2269,4822,-1,2375,-1,-1,-1
77,2010,5,Karnataka,Bidar,-1,909,1512,2348,856,984,-1,-1,2320,3811,2875,4059,-1,-1,-1,-1,-1
77,2011,5,Karnataka,Bidar,-1,-1,1489,2422,1017,-1,-1,-1,3343,3601,3925,4544,-1,-1,-1,-1,-1
77,2012,5,Karnataka,Bidar,-1,-1,1994,2692,1101,-1,-1,-1,3278,4312,4219,6113,-1,-1,-1,-1,-1
77,2013,5,Karnataka,Bidar,-1,944,-1,-1,1163,-1,-1,-1,3126,4123,-1,10313,-1,-1,-1,-1,-1
77,2014,5,Karnataka,Bidar,-1,-1,2299,2348,1190,-1,-1,-1,2695,4076,-1,8700,-1,-1,-1,-1,-1
77,2015,5,Karnataka,Bidar,-1,-1,-1,1296,1425,1474,-1,-1,-1,5636,-1,6711,-1,-1,-1,-1,-1
77,2016,5,Karnataka,Bidar,-1,-1,2136,1719.5,1400,-1,-1,-1,4902,6100,-1,-1,-1,-1,-1,-1,-1
78,1966,5,Karnataka,Raichur,-1,68.3,142.8,62,56.6,-1,-1,-1,-1,-1,152.3,-1,-1,-1,165.9,-1,171.7
78,1967,5,Karnataka,Raichur,-1,64.3,137.1,-1,61.4,-1,-1,-1,135,114.9,113.3,-1,-1,-1,-1,-1,150.9
78,1968,5,Karnataka,Raichur,-1,73.4,141.4,-1,61.7,-1,-1,-1,137.8,69,109.6,-1,-1,-1,-1,-1,173
78,1969,5,Karnataka,Raichur,-1,53.6,110.1,-1,62.4,-1,-1,-1,-1,95,132.5,-1,-1,-1,-1,-1,202.2
78,1970,5,Karnataka,Raichur,-1,56,117.2,66,62.2,-1,-1,-1,-1,87.7,146.9,208.5,-1,135,134.6,64.3,245.9
78,1971,5,Karnataka,Raichur,-1,75.7,114,79.4,68.7,-1,-1,-1,130,139.3,126.6,191.5,-1,123.2,139,103.8,186.5
78,1972,5,Karnataka,Raichur,-1,77.9,157.3,99.1,98,-1,-1,-1,176.7,136.7,199.5,269,-1,176.7,157.3,144.9,211.2
78,1973,5,Karnataka,Raichur,-1,105.8,235.8,121.4,106.7,-1,-1,-1,255.8,136.1,254.7,342,-1,229.4,338.1,150.2,327.7
78,1974,5,Karnataka,Raichur,-1,92.1,160.4,126.7,137.8,-1,-1,-1,176,170.2,232.3,359.1,-1,190.1,200.6,114.2,238.7
78,1975,5,Karnataka,Raichur,-1,92,123.5,89.7,107.9,-1,-1,-1,-1,87.7,138.8,245.9,-1,175.5,113.1,134.2,254.9
78,1976,5,Karnataka,Raichur,-1,111.7,153.2,114.9,106.4,-1,-1,-1,-1,184.9,243,372.7,-1,221.3,309.7,136,372.3
78,1977,5,Karnataka,Raichur,-1,100,164,90,92,-1,-1,-1,-1,224,232,354,-1,211,374,128,300
78,1978,5,Karnataka,Raichur,-1,92.8,166.2,72.8,70.9,-1,-1,-1,-1,230.9,202.5,321.5,-1,140.8,170,104,302.1
78,1979,5,Karnataka,Raichur,-1,97.4,190,93.8,87.6,-1,-1,-1,208.3,284.7,290.4,351.4,-1,221.4,202.1,146,368.3
78,1980,5,Karnataka,Raichur,-1,120.9,210,108,106,-1,-1,-1,305,279,332,433,-1,262.3,239,227,429
78,1981,5,Karnataka,Raichur,-1,131,229,114,103,-1,-1,-1,281,286.9,342,369.1,-1,268.3,357,225,436
78,1982,5,Karnataka,Raichur,-1,142,253,106,101,-1,-1,-1,264,323,387,556,-1,262,323,180,376
78,1983,5,Karnataka,Raichur,-1,-1,315,130,111,-1,-1,-1,283,407,412,560,-1,424,290,190,427
78,1984,5,Karnataka,Raichur,-1,159.1,-1,145,144,-1,-1,-1,-1,324.8,463.6,-1,-1,335.4,-1,-1,436.1
78,1985,5,Karnataka,Raichur,-1,164,227.8,141,148,-1,-1,-1,446,383,446,-1,-1,345,-1,-1,384.6
78,1986,5,Karnataka,Raichur,-1,163,276,147,-1,143,-1,-1,331,380,495,-1,-1,313,-1,-1,419
78,1987,5,Karnataka,Raichur,-1,171,290.3,150.8,147,-1,-1,-1,416.1,553,591,-1,-1,660,-1,-1,566.7
78,1988,5,Karnataka,Raichur,-1,193,-1,178,154,192,300,-1,608,462,591,796,-1,566,588,-1,580
78,1989,5,Karnataka,Raichur,-1,217,218,216,190,175,-1,-1,571,524,626,963,-1,567,637,-1,662
78,1990,5,Karnataka,Raichur,-1,223,381,200,197,191,-1,-1,-1,823,911,1381,-1,596,1106,-1,948
78,1991,5,Karnataka,Raichur,-1,311,513,342,367,313,-1,-1,651,651,1002,1560,-1,661,1158,-1,969
78,1992,5,Karnataka,Raichur,-1,329,-1,358,-1,-1,-1,-1,-1,896,838,1140,-1,667,-1,-1,-1
78,1993,5,Karnataka,Raichur,-1,326,-1,248,-1,-1,-1,-1,1199,966,863,1181,-1,716,840,-1,-1
78,1994,5,Karnataka,Raichur,-1,469,451,437,-1,-1,-1,-1,901,986,1091,1954,-1,880,-1,-1,1942
78,1995,5,Karnataka,Raichur,-1,-1,618,513,373,-1,-1,-1,957,1507,1139,1827,-1,881,-1,-1,-1
78,1996,5,Karnataka,Raichur,-1,486,774,408,405,376,360,-1,1231,1378,1082,1652,-1,969,-1,-1,4710
78,1997,5,Karnataka,Raichur,-1,447,706,299,421,372,349,-1,1289,1695,1134,1692,-1,1091,1257,-1,1962
78,1998,5,Karnataka,Raichur,-1,464,912,960,-1,-1,-1,-1,1092,1522,1156,1850,-1,1396,-1,-1,1463
78,1999,5,Karnataka,Raichur,-1,523,978,840,-1,449,413,-1,1309,1230,1041,1801,-1,1185,-1,-1,1642
78,2000,5,Karnataka,Raichur,-1,-1,-1,440,-1,449,413,-1,1585,1447,1247,1603,-1,-1,-1,-1,2016
78,2001,5,Karnataka,Raichur,-1,-1,-1,584,386,-1,-1,-1,1466,1476,1156,1760,-1,-1,-1,-1,1501
78,2002,5,Karnataka,Raichur,-1,-1,1068,625,508,-1,-1,-1,1627,1452,1665,2510,-1,-1,-1,-1,2015
78,2003,5,Karnataka,Raichur,-1,-1,-1,809,-1,-1,-1,-1,-1,-1,1902,-1,-1,-1,-1,-1,2329
78,2004,5,Karnataka,Raichur,-1,-1,-1,637,-1,-1,-1,-1,1691,-1,-1,-1,-1,-1,-1,-1,1626
78,2005,5,Karnataka,Raichur,-1,-1,-1,667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1711
78,2006,5,Karnataka,Raichur,-1,606,-1,751,-1,-1,-1,-1,2300,1011,1884,2297,-1,-1,-1,-1,1980
78,2007,5,Karnataka,Raichur,-1,378,-1,1075,-1,-1,-1,-1,2284,-1,2167,-1,-1,-1,-1,-1,1277
78,2008,5,Karnataka,Raichur,-1,-1,-1,893,766,776,-1,-1,2215,2929,2309,5784,-1,2726,-1,-1,2286
78,2009,5,Karnataka,Raichur,-1,1387,1578,879,809,1005,-1,-1,1995,4940,2390,4569,-1,2217,-1,-1,2785
78,2010,5,Karnataka,Raichur,-1,1107,-1,3039,838,-1,-1,-1,2375,2904,2944,4340,-1,-1,-1,-1,3892
78,2011,5,Karnataka,Raichur,-1,-1,1627,2289,995,-1,-1,-1,4241,-1,3729,5570,-1,3348,-1,-1,-1
78,2012,5,Karnataka,Raichur,-1,1921,-1,1088,1176,-1,-1,-1,2903,2980,4424,5773,-1,-1,3021,-1,4181
78,2013,5,Karnataka,Raichur,-1,-1,1611,-1,1218,-1,-1,-1,-1,2937,2906,8403,-1,-1,-1,-1,4784
78,2014,5,Karnataka,Raichur,-1,2026,-1,-1,1273,-1,-1,-1,-1,6163,4361,9961,-1,3349,-1,-1,3898
78,2015,5,Karnataka,Raichur,-1,2261,1815,-1,1274,-1,-1,-1,-1,-1,4925,-1,-1,-1,-1,-1,-1
78,2016,5,Karnataka,Raichur,-1,2273,1720,1853,1321,-1,-1,-1,6135,5736,4283.5,6622,-1,2884,-1,-1,5015
79,1966,5,Karnataka,Gulbarga / Kalaburagi,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
79,1967,5,Karnataka,Gulbarga / Kalaburagi,-1,89.8,138.9,52,59.6,-1,-1,-1,139.2,79.7,144.2,185.5,-1,-1,145.1,-1,131.1
79,1968,5,Karnataka,Gulbarga / Kalaburagi,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
79,1969,5,Karnataka,Gulbarga / Kalaburagi,-1,-1,117,56,66,-1,-1,-1,104,107,151,239,-1,-1,164,-1,266.7
79,1970,5,Karnataka,Gulbarga / Kalaburagi,-1,65,117,76,65,-1,-1,-1,83,109,150,224,-1,-1,149,-1,261
79,1971,5,Karnataka,Gulbarga / Kalaburagi,-1,86,115,81,70,-1,-1,-1,91,122,122,224,-1,-1,143,-1,206
79,1972,5,Karnataka,Gulbarga / Kalaburagi,-1,111,150,96,116,-1,-1,-1,-1,166,188,281,-1,-1,199,-1,242
79,1973,5,Karnataka,Gulbarga / Kalaburagi,-1,99,208,88,87,-1,-1,-1,-1,145,268,346,-1,-1,310,-1,355
79,1974,5,Karnataka,Gulbarga / Kalaburagi,-1,140.1,193.2,147.6,147.5,-1,-1,-1,-1,210.5,248,368.3,-1,-1,237.6,-1,266.7
79,1975,5,Karnataka,Gulbarga / Kalaburagi,-1,106.5,142.6,105.4,90.4,-1,-1,-1,135.6,114.5,143.3,322.8,-1,-1,158.9,-1,279.6
79,1976,5,Karnataka,Gulbarga / Kalaburagi,-1,111,189.3,113.7,93.8,-1,-1,-1,139.4,220.9,226.1,412.1,-1,-1,320.5,-1,433
79,1977,5,Karnataka,Gulbarga / Kalaburagi,-1,112,186,93,105,-1,-1,-1,233,273,251,380,-1,-1,241,-1,324
79,1978,5,Karnataka,Gulbarga / Kalaburagi,-1,96,182,80,76,-1,-1,-1,208,264,201,361,-1,-1,265,-1,248
79,1979,5,Karnataka,Gulbarga / Kalaburagi,-1,86,211,81,90,-1,-1,-1,229,278,275,410,-1,-1,283,-1,305
79,1980,5,Karnataka,Gulbarga / Kalaburagi,-1,127,263,100,105,-1,-1,-1,383,326,278,465,-1,-1,305,-1,432
79,1981,5,Karnataka,Gulbarga / Kalaburagi,-1,170,254,122,112,-1,-1,-1,292,333,362,566,-1,-1,403,-1,377
79,1982,5,Karnataka,Gulbarga / Kalaburagi,-1,127.9,277,111,108,-1,-1,-1,296,371,379,594,-1,-1,490,-1,-1
79,1983,5,Karnataka,Gulbarga / Kalaburagi,-1,189,292,150,123,-1,-1,-1,330,462,436,742,-1,-1,474,-1,-1
79,1984,5,Karnataka,Gulbarga / Kalaburagi,-1,186.6,265.8,181,151,-1,-1,-1,-1,388.3,435.5,722.2,-1,-1,423.4,-1,-1
79,1985,5,Karnataka,Gulbarga / Kalaburagi,-1,194.9,302,176.1,162,-1,-1,-1,502,365,414,623,-1,-1,404,-1,-1
79,1986,5,Karnataka,Gulbarga / Kalaburagi,-1,253.3,337,171.4,148.3,-1,-1,-1,429,512.6,508.1,831.7,-1,-1,417,-1,658
79,1987,5,Karnataka,Gulbarga / Kalaburagi,-1,235.3,297,188.5,157.5,-1,-1,-1,422.3,703.7,582,956.6,-1,-1,643,-1,-1
79,1988,5,Karnataka,Gulbarga / Kalaburagi,-1,193,354,241,202,-1,-1,-1,638,606,504,835,-1,-1,481,-1,-1
79,1989,5,Karnataka,Gulbarga / Kalaburagi,-1,292,372,299,178,-1,-1,-1,662,725,637,969,-1,-1,652,-1,-1
79,1990,5,Karnataka,Gulbarga / Kalaburagi,-1,253,-1,220,191,-1,-1,-1,743,932,844,1295,-1,-1,796,-1,-1
79,1991,5,Karnataka,Gulbarga / Kalaburagi,-1,304,519,328,352,-1,-1,-1,729,779,953,1623,-1,-1,1006,-1,-1
79,1992,5,Karnataka,Gulbarga / Kalaburagi,-1,298,538,296,264,-1,-1,-1,827,1038,-1,1209,-1,-1,829,-1,1182
79,1993,5,Karnataka,Gulbarga / Kalaburagi,-1,364,524,-1,230,-1,-1,-1,1156,1102,959,1360,-1,-1,757,-1,-1
79,1994,5,Karnataka,Gulbarga / Kalaburagi,-1,430,660,451,-1,-1,-1,-1,994,1367,1121,1641,-1,-1,1237,-1,-1
79,1995,5,Karnataka,Gulbarga / Kalaburagi,-1,474,668,544,407,-1,-1,-1,922,1828,1089,2030,-1,-1,1260,-1,-1
79,1996,5,Karnataka,Gulbarga / Kalaburagi,-1,503,674,515,333,-1,-1,-1,1115,1626,1179,1773,-1,-1,1211,-1,1809
79,1997,5,Karnataka,Gulbarga / Kalaburagi,-1,481,706,483,349,372,349,-1,1347,1531,1130,1751,-1,1112,1265,-1,1979
79,1998,5,Karnataka,Gulbarga / Kalaburagi,-1,589,826,577,488,-1,-1,-1,1172,1971,1275,2093,-1,-1,-1,-1,1914
79,1999,5,Karnataka,Gulbarga / Kalaburagi,-1,556,894,604,499,-1,-1,-1,1365,1665,1246,2258,-1,-1,-1,-1,1572
79,2000,5,Karnataka,Gulbarga / Kalaburagi,-1,556,809,347,275,-1,-1,-1,1494,1472,1096,1782,-1,-1,1255,-1,2598
79,2001,5,Karnataka,Gulbarga / Kalaburagi,-1,540,942,587,429,-1,-1,-1,1508,1536,1262,1860,-1,1100,-1,-1,1544
79,2002,5,Karnataka,Gulbarga / Kalaburagi,-1,614,877,624,454,-1,-1,-1,1444,1633,1553,2161,-1,-1,-1,-1,2212
79,2003,5,Karnataka,Gulbarga / Kalaburagi,-1,-1,877,624,-1,-1,-1,-1,1444,-1,1348,-1,-1,2061,-1,-1,2058
79,2004,5,Karnataka,Gulbarga / Kalaburagi,-1,685,1039,831,532,-1,-1,-1,1571,1526,1550,2766,-1,-1,-1,-1,1885
79,2005,5,Karnataka,Gulbarga / Kalaburagi,-1,697,1156,796,506,-1,444,-1,1592,1727,1688,2812,-1,-1,-1,-1,1916
79,2006,5,Karnataka,Gulbarga / Kalaburagi,-1,638,1164,970,597,-1,-1,-1,2396,1010,2187,3131,-1,-1,-1,-1,2176
79,2007,5,Karnataka,Gulbarga / Kalaburagi,-1,741,1375,1615,-1,1109,-1,-1,2132,-1,2241,-1,-1,-1,-1,-1,2233
79,2008,5,Karnataka,Gulbarga / Kalaburagi,-1,-1,-1,-1,736,900,-1,-1,2064,3068,2527,5800,-1,2508,-1,-1,2525
79,2009,5,Karnataka,Gulbarga / Kalaburagi,-1,-1,1562,-1,815,980,-1,-1,1914,4370,2361,4598,-1,2375,-1,-1,2574
79,2010,5,Karnataka,Gulbarga / Kalaburagi,-1,-1,1687,2201,886,996,-1,-1,2412,3888,3428,4272,-1,-1,-1,-1,3800
79,2011,5,Karnataka,Gulbarga / Kalaburagi,-1,-1,1748,3278,1203,1110,-1,-1,-1,3844,3780,4168,-1,-1,-1,-1,-1
79,2012,5,Karnataka,Gulbarga / Kalaburagi,-1,-1,2382,-1,1516,1204,-1,-1,3237,3907,4045,6367,-1,-1,-1,-1,4320
79,2013,5,Karnataka,Gulbarga / Kalaburagi,-1,-1,2131,-1,-1,1820,-1,-1,3018,4084,4210,11102,-1,2324,-1,-1,4456
79,2014,5,Karnataka,Gulbarga / Kalaburagi,-1,-1,2316,-1,-1,1686,-1,-1,3797,5413,5253,8875,-1,-1,-1,-1,-1
79,2015,5,Karnataka,Gulbarga / Kalaburagi,-1,-1,2458,2500,-1,1395,-1,-1,-1,9380,4490,5413,-1,-1,-1,-1,-1
79,2016,5,Karnataka,Gulbarga / Kalaburagi,-1,2915,2435,2376,-1,1361,-1,-1,5505,-1,-1,-1,-1,-1,-1,-1,-1
80,1966,5,Karnataka,Dakshina Kannada,-1,74.9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,103,-1
80,1967,5,Karnataka,Dakshina Kannada,-1,74.6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,76.5,-1
80,1968,5,Karnataka,Dakshina Kannada,-1,73.8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
80,1969,5,Karnataka,Dakshina Kannada,-1,57,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
80,1970,5,Karnataka,Dakshina Kannada,-1,61,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
80,1971,5,Karnataka,Dakshina Kannada,-1,76.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,203.7,-1
80,1972,5,Karnataka,Dakshina Kannada,-1,72.3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,173,-1
80,1973,5,Karnataka,Dakshina Kannada,-1,139.4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,202.8,-1
80,1974,5,Karnataka,Dakshina Kannada,-1,147.6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
80,1975,5,Karnataka,Dakshina Kannada,-1,125.8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,167,-1
80,1976,5,Karnataka,Dakshina Kannada,-1,101.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,-1
80,1977,5,Karnataka,Dakshina Kannada,-1,104.1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,149,-1
80,1978,5,Karnataka,Dakshina Kannada,-1,103,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,-1
80,1979,5,Karnataka,Dakshina Kannada,-1,105,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,165,-1
80,1980,5,Karnataka,Dakshina Kannada,-1,114,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,707.5,-1
