Dist Code,Year,State Code,State Name,District,RICE HARVEST PRICE (Rs per Quintal),PADDY HARVEST PRICE (Rs per Quintal),WHEAT HARVEST PRICE (Rs per Quintal),SORGHUM HARVEST PRICE (Rs per Quintal),PEARL MILLET HARVEST PRICE (Rs per Quintal),MAIZE HARVEST PRICE (Rs per Quintal),FINGER MILLET HARVEST PRICE (Rs per Quintal),BARLEY HARVEST PRICE (Rs per Quintal),CHICKPEA HARVEST PRICE (Rs per Quintal),PIGEONPEA HARVEST PRICE (Rs per Quintal),GROUNDNUT HARVEST PRICE (Rs per Quintal),SEASMUM HARVEST PRICE (Rs per Quintal),RAPE AND MUSTARD HARVEST PRICE (Rs per Quintal),CASTOR HARVEST PRICE (Rs per Quintal),LINSEED HARVEST PRICE (Rs per Quintal),SUGARCANE GUR HARVEST PRICE (Rs per Quintal),COTTON KAPAS HARVEST PRICE (Rs per Quintal)
80,1981,5,Karnataka,Dakshina Kannada,-1,148.7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,746,-1
80,1982,5,Karnataka,Dakshina Kannada,-1,142.1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
80,1983,5,Karnataka,Dakshina Kannada,-1,188.2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
80,1984,5,Karnataka,Dakshina Kannada,-1,165.1,-1,-1,-1,-1,-1,-1,447.9,-1,-1,-1,-1,-1,-1,-1,-1
80,1985,5,Karnataka,Dakshina Kannada,-1,186.6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,245,-1
80,1986,5,Karnataka,Dakshina Kannada,-1,183.6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,286,-1
80,1987,5,Karnataka,Dakshina Kannada,-1,191.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,275,-1
80,1988,5,Karnataka,Dakshina Kannada,-1,242,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,270,-1
80,1989,5,Karnataka,Dakshina Kannada,-1,229,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,330,-1
80,1990,5,Karnataka,Dakshina Kannada,-1,239,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,508,-1,350,-1
80,1991,5,Karnataka,Dakshina Kannada,-1,325,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,410,-1
80,1992,5,Karnataka,Dakshina Kannada,-1,365,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
80,1993,5,Karnataka,Dakshina Kannada,-1,354,-1,339,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
80,1994,5,Karnataka,Dakshina Kannada,-1,397,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
80,1995,5,Karnataka,Dakshina Kannada,-1,457,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
80,1996,5,Karnataka,Dakshina Kannada,-1,508,-1,635,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
80,1997,5,Karnataka,Dakshina Kannada,-1,466,706,399,421,372,349,-1,1689,1531,1132,1568,-1,1112,1257,-1,1887
80,1998,5,Karnataka,Dakshina Kannada,-1,514,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
80,1999,5,Karnataka,Dakshina Kannada,-1,609,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
80,2000,5,Karnataka,Dakshina Kannada,-1,583,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
80,2001,5,Karnataka,Dakshina Kannada,-1,684,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
80,2002,5,Karnataka,Dakshina Kannada,-1,662,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
80,2003,5,Karnataka,Dakshina Kannada,-1,650,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
80,2004,5,Karnataka,Dakshina Kannada,-1,677,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,888,-1
80,2005,5,Karnataka,Dakshina Kannada,-1,704,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,888,-1
80,2006,5,Karnataka,Dakshina Kannada,-1,693,-1,673,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
80,2007,5,Karnataka,Dakshina Kannada,-1,858,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
80,2008,5,Karnataka,Dakshina Kannada,-1,926,-1,-1,-1,798,-1,-1,-1,-1,-1,-1,-1,2508,-1,-1,-1
80,2009,5,Karnataka,Dakshina Kannada,-1,950,-1,-1,-1,1005,-1,-1,-1,-1,-1,-1,-1,2375,-1,-1,-1
80,2010,5,Karnataka,Dakshina Kannada,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
80,2011,5,Karnataka,Dakshina Kannada,-1,940,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
80,2012,5,Karnataka,Dakshina Kannada,-1,1570,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
80,2013,5,Karnataka,Dakshina Kannada,-1,1772,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
80,2014,5,Karnataka,Dakshina Kannada,-1,1500,-1,1799,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
80,2015,5,Karnataka,Dakshina Kannada,-1,1740,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
80,2016,5,Karnataka,Dakshina Kannada,-1,1835,-1,-1,-1,-1,2278,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
81,1966,5,Karnataka,Uttara Kannada,-1,66.2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
81,1967,5,Karnataka,Uttara Kannada,-1,70.9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
81,1968,5,Karnataka,Uttara Kannada,-1,78.1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
81,1969,5,Karnataka,Uttara Kannada,-1,55.3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
81,1970,5,Karnataka,Uttara Kannada,-1,59.9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
81,1971,5,Karnataka,Uttara Kannada,-1,67.7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
81,1972,5,Karnataka,Uttara Kannada,-1,67.8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
81,1973,5,Karnataka,Uttara Kannada,-1,123.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
81,1974,5,Karnataka,Uttara Kannada,-1,121.1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
81,1975,5,Karnataka,Uttara Kannada,-1,122.2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
81,1976,5,Karnataka,Uttara Kannada,-1,104,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
81,1977,5,Karnataka,Uttara Kannada,-1,95.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
81,1978,5,Karnataka,Uttara Kannada,-1,91,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
81,1979,5,Karnataka,Uttara Kannada,-1,96.2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
81,1980,5,Karnataka,Uttara Kannada,-1,116.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
81,1981,5,Karnataka,Uttara Kannada,-1,133.7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,296.9,-1,-1,-1
81,1982,5,Karnataka,Uttara Kannada,-1,139.1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
81,1983,5,Karnataka,Uttara Kannada,-1,165.3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
81,1984,5,Karnataka,Uttara Kannada,-1,163.8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
81,1985,5,Karnataka,Uttara Kannada,-1,184.4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
81,1986,5,Karnataka,Uttara Kannada,-1,174.8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
81,1987,5,Karnataka,Uttara Kannada,-1,206,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
81,1988,5,Karnataka,Uttara Kannada,-1,218,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
81,1989,5,Karnataka,Uttara Kannada,-1,237,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
81,1990,5,Karnataka,Uttara Kannada,-1,255,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
81,1991,5,Karnataka,Uttara Kannada,-1,297,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
81,1992,5,Karnataka,Uttara Kannada,-1,337,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
81,1993,5,Karnataka,Uttara Kannada,-1,333,-1,-1,-1,-1,263,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
81,1994,5,Karnataka,Uttara Kannada,-1,455,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
81,1995,5,Karnataka,Uttara Kannada,-1,457,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
81,1996,5,Karnataka,Uttara Kannada,-1,502,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
81,1997,5,Karnataka,Uttara Kannada,-1,472,706,399,421,372,349,-1,1289,1531,1132,1568,-1,1112,1257,-1,1887
81,1998,5,Karnataka,Uttara Kannada,-1,520,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
81,1999,5,Karnataka,Uttara Kannada,-1,562,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
81,2000,5,Karnataka,Uttara Kannada,-1,528,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
81,2001,5,Karnataka,Uttara Kannada,-1,534,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
81,2002,5,Karnataka,Uttara Kannada,-1,535,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
81,2003,5,Karnataka,Uttara Kannada,-1,591,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
81,2004,5,Karnataka,Uttara Kannada,-1,546,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
81,2005,5,Karnataka,Uttara Kannada,-1,574,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
81,2006,5,Karnataka,Uttara Kannada,-1,577,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
81,2007,5,Karnataka,Uttara Kannada,-1,583,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
81,2008,5,Karnataka,Uttara Kannada,-1,829,-1,-1,-1,776,-1,-1,-1,-1,-1,-1,-1,2508,-1,-1,2637
81,2009,5,Karnataka,Uttara Kannada,-1,921,-1,-1,-1,1005,-1,-1,-1,-1,-1,-1,-1,2375,-1,-1,-1
81,2010,5,Karnataka,Uttara Kannada,-1,963,-1,-1,-1,-1,-1,-1,-1,-1,-1,3300,-1,-1,-1,-1,-1
81,2011,5,Karnataka,Uttara Kannada,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
81,2012,5,Karnataka,Uttara Kannada,-1,-1,-1,-1,-1,1375,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
81,2013,5,Karnataka,Uttara Kannada,-1,1335,-1,-1,-1,1068,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
81,2014,5,Karnataka,Uttara Kannada,-1,1391,-1,-1,-1,1134,-1,-1,-1,-1,3417,-1,-1,-1,-1,-1,-1
81,2015,5,Karnataka,Uttara Kannada,-1,-1,-1,-1,-1,1433,-1,-1,-1,8585,-1,-1,-1,-1,-1,-1,-1
81,2016,5,Karnataka,Uttara Kannada,-1,1514,-1,-1,-1,1384,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
82,1966,5,Karnataka,Kodagu / Coorg,-1,110,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
82,1967,5,Karnataka,Kodagu / Coorg,-1,72.1,-1,-1,-1,-1,80.6,-1,-1,-1,65.4,-1,-1,-1,-1,-1,-1
82,1968,5,Karnataka,Kodagu / Coorg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
82,1969,5,Karnataka,Kodagu / Coorg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
82,1970,5,Karnataka,Kodagu / Coorg,-1,66.1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
82,1971,5,Karnataka,Kodagu / Coorg,-1,68.3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
82,1972,5,Karnataka,Kodagu / Coorg,-1,62.8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
82,1973,5,Karnataka,Kodagu / Coorg,-1,97.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
82,1974,5,Karnataka,Kodagu / Coorg,-1,162.4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
82,1975,5,Karnataka,Kodagu / Coorg,-1,103.1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
82,1976,5,Karnataka,Kodagu / Coorg,-1,110.9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
82,1977,5,Karnataka,Kodagu / Coorg,-1,100.4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
82,1978,5,Karnataka,Kodagu / Coorg,-1,98.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
82,1979,5,Karnataka,Kodagu / Coorg,-1,103.3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
82,1980,5,Karnataka,Kodagu / Coorg,-1,126.4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
82,1981,5,Karnataka,Kodagu / Coorg,-1,127.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
82,1982,5,Karnataka,Kodagu / Coorg,-1,138.7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
82,1983,5,Karnataka,Kodagu / Coorg,-1,154.3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
82,1984,5,Karnataka,Kodagu / Coorg,-1,148.3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
82,1985,5,Karnataka,Kodagu / Coorg,-1,116.8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
82,1986,5,Karnataka,Kodagu / Coorg,-1,157.8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
82,1987,5,Karnataka,Kodagu / Coorg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
82,1988,5,Karnataka,Kodagu / Coorg,-1,221,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
82,1989,5,Karnataka,Kodagu / Coorg,-1,202,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
82,1990,5,Karnataka,Kodagu / Coorg,-1,221,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
82,1991,5,Karnataka,Kodagu / Coorg,-1,295,-1,-1,-1,319,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
82,1992,5,Karnataka,Kodagu / Coorg,-1,317,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
82,1993,5,Karnataka,Kodagu / Coorg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
82,1994,5,Karnataka,Kodagu / Coorg,-1,431,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
82,1995,5,Karnataka,Kodagu / Coorg,-1,421,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
82,1996,5,Karnataka,Kodagu / Coorg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
82,1997,5,Karnataka,Kodagu / Coorg,-1,434,706,399,421,372,349,-1,1289,1531,1132,1568,-1,1112,1257,-1,1887
82,1998,5,Karnataka,Kodagu / Coorg,-1,549,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
82,1999,5,Karnataka,Kodagu / Coorg,-1,539,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
82,2000,5,Karnataka,Kodagu / Coorg,-1,485,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
82,2001,5,Karnataka,Kodagu / Coorg,-1,505,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
82,2002,5,Karnataka,Kodagu / Coorg,-1,553,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
82,2003,5,Karnataka,Kodagu / Coorg,-1,482,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
82,2004,5,Karnataka,Kodagu / Coorg,-1,537,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
82,2005,5,Karnataka,Kodagu / Coorg,-1,546,-1,-1,-1,-1,386,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
82,2006,5,Karnataka,Kodagu / Coorg,-1,536,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
82,2007,5,Karnataka,Kodagu / Coorg,-1,680,-1,-1,-1,613,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
82,2008,5,Karnataka,Kodagu / Coorg,-1,781,-1,-1,-1,744,-1,-1,-1,-1,-1,-1,-1,2508,-1,-1,-1
82,2009,5,Karnataka,Kodagu / Coorg,-1,889,-1,-1,-1,1005,-1,-1,-1,-1,-1,-1,-1,2375,-1,-1,-1
82,2010,5,Karnataka,Kodagu / Coorg,-1,913,-1,-1,-1,846,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
82,2011,5,Karnataka,Kodagu / Coorg,-1,898,-1,-1,-1,934,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
82,2012,5,Karnataka,Kodagu / Coorg,-1,1153,-1,-1,-1,1262,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
82,2013,5,Karnataka,Kodagu / Coorg,-1,890,-1,-1,-1,1338,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
82,2014,5,Karnataka,Kodagu / Coorg,-1,1360,-1,-1,-1,941,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
82,2015,5,Karnataka,Kodagu / Coorg,-1,1328,-1,-1,-1,1188,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
82,2016,5,Karnataka,Kodagu / Coorg,-1,1666,-1,-1,-1,1500,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
