Dist Code,Year,State Code,State Name,Dist Name,RICE AREA (1000 ha),WHEAT AREA (1000 ha),SORGHUM AREA (1000 ha),PEARL MILLET AREA (1000 ha),MAIZE AREA (1000 ha),FINGER MILLET AREA (1000 ha),TOTAL AREA (1000 ha)
82,1994,5,Karnataka,Kodagu / Coorg,27.93,0,0,0,1.47,0.65,30.05
82,1995,5,Karnataka,Kodagu / Coorg,26.65,0,0,0,1.11,0.52,28.28
82,1996,5,Karnataka,Kodagu / Coorg,27.29,0,0,0,1.53,0.22,29.04
82,1997,5,Karnataka,Kodagu / Coorg,21.98,0,0,0,1.55,0.38,23.91
82,1998,5,Karnataka,Kodagu / Coorg,2.06,0,0,0,0,0,2.06
82,1999,5,Karnataka,Kodagu / Coorg,1.61,0,0,0,0,0,1.61
82,2000,5,Karnataka,Kodagu / Coorg,21.84,0,0,0,1.65,0.82,24.31
82,2001,5,Karnataka,Kodagu / Coorg,26.77,0,0,0,2.36,0.54,29.67
82,2002,5,Karnataka,Kodagu / Coorg,27.11,0,0,0,2.47,0.31,29.89
82,2003,5,Karnataka,Kodagu / Coorg,24.41,0,0,0,0,0.37,24.77
82,2004,5,Karnataka,Kodagu / Coorg,25.67,0,0,0,2.88,0.37,28.92
82,2005,5,Karnataka,Kodagu / Coorg,23.3,0,0,0,2.34,0.7,26.34
82,2006,5,Karnataka,Kodagu / Coorg,26.79,0,0,0,2.65,0.4,29.83
82,2007,5,Karnataka,Kodagu / Coorg,23.69,-1,0,0,3.14,0.29,27.12
82,2008,5,Karnataka,Kodagu / Coorg,23.31,0,0,0,3.81,0.2,27.32
82,2009,5,Karnataka,Kodagu / Coorg,20.75,0,0,0,3.58,0,24.33
